chr	pos_g	pos_phy
10	15.2685013358712	4036780
10	15.2685013358712	4061458
10	15.5685963911687	4064768
10	15.6155583292106	4064797
10	15.6478722970762	4070510
10	15.6478722970762	4070661
10	15.9047993901096	4070726
10	15.9047993901096	4071353
10	15.9047993901096	4072179
10	16.0411545167361	4072184
10	16.0411545167361	4072252
10	16.0417639388868	4072754
10	16.0697812319836	4078753
10	16.0697812319836	4080004
10	16.0697812319836	4080075
10	16.0697812319836	4097719
10	16.0697812319836	4098580
10	16.1338664169297	4100312
10	16.1338664169297	4100330
10	16.1338664169297	4100586
10	16.1338664169297	4100714
10	16.1715635406293	4100754
10	16.1715635406293	4100793
10	16.1749674354643	4100830
10	16.2429818740196	4127344
10	16.2429818740196	4127381
10	16.2429818740196	4127582
10	16.2429818740196	4141604
10	16.2429818740196	4144026
10	16.3623989022087	4144066
10	16.3623989022087	4145780
10	16.3623989022087	4145835
10	16.3650864665848	4145851
10	16.3679712738033	4146825
10	16.3679712738033	4146843
10	16.3679712738033	4149034
10	16.4653071076393	4149059
10	16.4769841526702	4149137
10	16.6205167686469	4149166
10	16.6205167686469	4149316
10	16.6205167686469	4149346
10	16.6205167686469	4150154
10	16.6205167686469	4150172
10	16.6205167686469	4150920
10	16.6205167686469	4152732
10	16.6205167686469	4152829
10	16.631961407558	4229971
10	16.6343531002049	4334115
10	16.7601913459831	4394198
10	16.9700369756942	4394870
10	16.9700369756942	4394966
10	16.9700369756942	4395429
10	16.9700369756942	4395452
10	16.9700369756942	4397457
10	16.9700369756942	4397501
10	16.9700369756942	4399194
10	16.9700369756942	4413454
10	16.9700369756942	4437437
10	17	4437930
10	17	4472092
10	17	4472367
10	17	4472655
10	17	4472688
10	17	4478122
10	17	4478635
10	17	4563478
10	17	4563488
10	17	4563517
10	17	4563583
10	17	4563602
10	17	4564352
10	17.34638671417	4564419
10	17.34638671417	4564443
10	17.34638671417	4564538
10	17.368147251094	4564983
10	17.368147251094	4565044
10	17.368147251094	4565070
10	17.368147251094	4565087
10	17.5103886178354	4566147
10	17.5103886178354	4591137
10	17.5103886178354	4591830
10	17.5103886178354	4591839
10	17.5103886178354	4592075
10	17.5103886178354	4592146
10	17.5103886178354	4592239
10	18.7300809962969	4592454
10	18.7300809962969	4592495
10	18.7833284328246	4593881
10	18.7833284328246	4642677
10	18.7833284328246	4649245
10	18.9	4649644
10	18.9	4650413
10	18.9	4653121
10	19.3301425759489	4653250
10	19.3301425759489	4653339
10	19.3386035887609	4663311
10	19.3467646635601	4664307
10	19.3467646635601	4664445
10	19.5	4664452
10	20.2	4687351
10	20.2	4695567
10	22.7	4871248
10	22.7	4871295
10	22.7947611528531	4878839
10	22.7947611528531	4879010
10	23.2	4879055
10	23.2	4881387
10	23.2077061637665	4898816
10	23.2077061637665	4898843
10	23.2166911801814	4898887
10	23.2258551764691	4898898
10	23.2258551764691	4898958
10	23.2258551764691	4899182
10	23.2258551764691	4899277
10	23.245345765039	4899352
10	23.245345765039	4899364
10	23.245345765039	4899391
10	23.245345765039	4899883
10	23.245345765039	4900837
10	23.2642363667728	4901029
10	23.2642363667728	4901069
10	23.2821415703917	4902437
10	23.2983839238962	4903652
10	23.3120472765474	4904082
10	23.3271206129907	4904128
10	23.3271206129907	4904309
10	23.3476466722146	4904497
10	23.3476466722146	4904511
10	23.3706853419958	4904724
10	23.3903969860985	4904871
10	23.3903969860985	4905006
10	23.3903969860985	4905031
10	23.3903969860985	4905072
10	23.4155451824973	4905099
10	23.4307495617208	4905708
10	23.4463551103457	4906583
10	23.4723443781291	4906588
10	23.4961512195688	4906740
10	23.5200106371746	4906794
10	23.5200106371746	4906801
10	23.5401266906666	4906937
10	23.5452008061428	4908445
10	23.5512933087009	4908470
10	23.5534103461994	4908585
10	23.5552482440196	4908975
10	23.5552482440196	4909007
10	23.5621061200649	4909035
10	23.5632566102867	4909064
10	23.5632566102867	4909219
10	23.5632566102867	4909238
10	23.5632566102867	4909268
10	23.5632566102867	4909687
10	23.5632566102867	4909796
10	23.5632566102867	4911218
10	23.599711613102	4911225
10	23.6	4916914
10	23.6	4916991
10	23.6	4917000
10	23.6	4917022
10	23.6	4920166
10	23.6	4920393
10	23.6	4920400
10	23.6	4920416
10	23.6	4920440
10	23.6	4923739
10	23.6	4973812
10	23.6	4973817
10	23.6	5006329
10	23.6627435763564	5006498
10	23.7418963916494	5015361
10	23.7418963916494	5016495
10	23.7418963916494	5016612
10	23.7418963916494	5115093
10	23.7418963916494	5280052
10	24.8342642524056	5280080
10	25.2	5366256
10	25.2	5378075
10	25.2	5445221
10	25.2	5463985
10	25.2	5464148
10	25.2	5464657
10	25.2	5464737
10	26.1	5465133
10	26.1	5465212
10	26.1	5465248
10	26.1	5486885
10	26.2848895201977	5486924
10	26.2848895201977	5525967
10	26.3955923584746	5527852
10	26.3955923584746	5527955
10	26.4	5527964
10	26.4	5626102
10	26.7	5644975
10	26.7	5649520
10	26.7	5725669
10	26.7145685719877	5725809
10	26.729489727309	5729435
10	26.7428425945097	5733391
10	26.7475102062035	5733464
10	26.7475102062035	5733501
10	26.7518140906032	5733594
10	26.7568454006458	5733603
10	26.7611548136077	5733706
10	26.7656143950562	5733732
10	26.7700716319311	5733776
10	26.7700716319311	5733887
10	26.7700716319311	5733932
10	26.7700716319311	5733978
10	26.7748795417464	5734026
10	26.7797011427133	5736195
10	26.7813112076606	5743317
10	26.7872568926916	5743510
10	26.7932427249259	5743541
10	26.7932427249259	5743637
10	26.7932427249259	5747337
10	26.7932427249259	5748418
10	26.7984402507582	5748460
10	26.7984402507582	5748468
10	26.8	5764093
10	26.8	5764161
10	26.8	5764178
10	27.1	5902455
10	27.1	5915990
10	27.1	6016639
10	27.1	6017114
10	28.5	6079377
10	28.5	6098156
10	28.5	6098173
10	29	6098178
10	29	6211959
10	29	6212029
10	30	6340041
10	30	6348780
10	30	6348794
10	30	6348806
10	30	6348838
10	30.506620951647	6348869
10	31.0321851398091	6348902
10	31.4	6354818
10	32	6537150
10	32	6538156
10	32.0502909889166	6538238
10	32.0939970949785	6538699
10	32.0939970949785	6538755
10	32.0945227706458	6538785
10	32.095038839647	6539004
10	32.095038839647	6540276
10	32.095038839647	6540323
10	32.0957575027664	6540502
10	32.0957575027664	6540539
10	32.1533383532093	6540556
10	32.2097269116883	6540577
10	32.2097269116883	6540597
10	32.2759627621375	6540719
10	32.3	6540760
10	32.3	6595888
10	32.4	6597597
10	32.4	6682288
10	32.5157742084185	6682351
10	32.5157742084185	6682387
10	32.6449499457757	6682439
10	32.6449499457757	6682449
10	32.6449499457757	6682581
10	32.6449499457757	6682612
10	32.8438492058205	6682635
10	32.9	6683037
10	32.9	6871560
10	32.9	6871588
10	32.9	6871899
10	32.9107713609929	6871908
10	32.9107713609929	6872402
10	32.9794315746895	6872421
10	32.9794315746895	6872546
10	32.9895613322685	6872649
10	33	6872672
10	33	7078820
10	34.2	7415259
10	34.202449617516	7417306
10	34.202449617516	7436527
10	34.202449617516	7475758
10	34.2035087252979	7478719
10	34.2071615077177	7478725
10	34.2184765108707	7478847
10	34.2211423539163	7478875
10	34.2277566490624	7478911
10	34.2277566490624	7479037
10	34.2465555913086	7479342
10	34.2465555913086	7591020
10	34.2465555913086	7606136
10	34.2532127296166	7606162
10	34.2591280681205	7606171
10	34.2647886722606	7606274
10	34.2647886722606	7606389
10	34.2678510877644	7606475
10	34.2709209586821	7606803
10	34.2709209586821	7625877
10	34.2709209586821	7627017
10	34.2709209586821	7631807
10	34.2709209586821	7643442
10	34.2715960857835	7644719
10	34.2726909017572	7644736
10	34.2726909017572	7725780
10	34.2789442066821	7725840
10	34.2851256617907	7732938
10	34.2916288203301	7733906
10	34.3	7872280
10	34.3	7923731
10	34.3050107211997	7923733
10	34.307787690608	7923804
10	34.307787690608	7923838
10	34.307787690608	7923886
10	34.307787690608	7924090
10	34.307787690608	7924205
10	34.307787690608	7924211
10	34.3089949005427	7924372
10	34.3102902166658	7924376
10	34.3102902166658	7924529
10	34.3102902166658	8093449
10	34.3181753492172	8094905
10	34.3181753492172	8106967
10	34.3285912140069	8145829
10	34.3285912140069	8149592
10	34.3290737028025	8150871
10	34.3290737028025	8151606
10	34.3293465879838	8152858
10	34.3293465879838	8152905
10	34.3293465879838	8153632
10	34.3360296094611	8161103
10	34.3468983379372	8229612
10	34.3675052933002	8229895
10	34.3727837079935	8230065
10	34.3789150712173	8230374
10	34.3847702737889	8235942
10	34.3847702737889	8236051
10	34.3847702737889	8236083
10	34.3847702737889	8236134
10	34.385939417978	8237978
10	34.3887387454588	8238545
10	34.3936113730714	8262176
10	34.4	8262474
10	34.7	8493839
10	34.7	8624866
10	34.7	8624964
10	34.9	8704102
10	34.9	8711957
10	34.9	8711966
10	34.9065019233101	8713409
10	34.9133864993218	8713605
10	34.9133864993218	8714277
10	34.938565769733	8723388
10	34.9679293853304	8723507
10	34.9679293853304	8723515
10	34.997835518208	8723556
10	35	8723613
10	35	8724851
10	35	8792392
10	35	8793456
10	35.4	8841656
10	35.4	8842027
10	35.4	8842067
10	35.4	8842112
10	35.4	8842128
10	35.5073898007701	8842167
10	35.5073898007701	8842182
10	35.6085461835943	8842239
10	35.6085461835943	8842247
10	35.7	8849231
10	35.7	8858433
10	35.7117126135839	8858581
10	35.7117126135839	8859120
10	35.7117126135839	8860011
10	35.7117126135839	8860131
10	35.7420346912059	8860278
10	35.7707423379024	8860326
10	35.8	8860612
10	35.8	8860717
10	35.8	9142893
10	36	9143671
10	36	9143688
10	36	9214961
10	36	9225112
10	36	9225693
10	36	9242267
10	36.0155963960798	9242291
10	36.0155963960798	9242309
10	36.0221581895133	9367819
10	36.0221581895133	9367964
10	36.0252442043156	9373086
10	36.0280421222978	9373948
10	36.0462797249067	9374027
10	36.0602078632964	9374764
10	36.0684000562533	9374942
10	36.0795920908467	9374952
10	36.0824363090242	9375163
10	36.084625111469	9375257
10	36.0900266800342	9376578
10	36.0930560788449	9376585
10	36.0960381902064	9376665
10	36.0960381902064	9376706
10	36.0986782885933	9376716
10	36.1008275605842	9381471
10	36.1008275605842	9403283
10	36.1008275605842	9403397
10	36.1072777540255	9405793
10	36.1072777540255	9424354
10	36.1095244619365	9424394
10	36.1095244619365	9424532
10	36.1095244619365	9424541
10	36.1543157705557	9466800
10	36.1543157705557	9466834
10	36.1543157705557	9466865
10	36.168834427842	9468924
10	36.1706417070064	9468947
10	36.1706417070064	9469279
10	36.1706417070064	9469297
10	36.1706417070064	9469298
10	36.2089129084864	9470383
10	36.2221719304764	9470432
10	36.2334217899438	9470639
10	36.2334217899438	9470706
10	36.2334217899438	9470725
10	36.2334217899438	9470858
10	36.2334217899438	9470876
10	36.2334217899438	9470932
10	36.2334217899438	9470937
10	36.2334217899438	9470943
10	36.2334217899438	9471363
10	36.2334217899438	9471409
10	36.2334217899438	9471611
10	36.2788997437572	9471638
10	36.2788997437572	9471653
10	36.2788997437572	9473500
10	36.2788997437572	9473848
10	36.2788997437572	9473913
10	36.2788997437572	9473934
10	36.2788997437572	9474706
10	36.2788997437572	9474731
10	36.2788997437572	9474750
10	36.3235685522948	9474809
10	36.3235685522948	9474811
10	36.3235685522948	9474851
10	36.3235685522948	9475331
10	36.3235685522948	9475587
10	36.3235685522948	9475632
10	36.3235685522948	9475939
10	36.3235685522948	9475942
10	36.3235685522948	9475955
10	36.3235685522948	9475981
10	36.3235685522948	9475982
10	36.3235685522948	9475995
10	36.3700811079488	9476067
10	36.3700811079488	9476083
10	36.3722845580185	9476376
10	36.3722845580185	9476387
10	36.4	9476424
10	36.4	9476431
10	36.4	9501493
10	36.4	9501528
10	36.4	9501531
10	36.4	9501599
10	36.4	9501605
10	36.4	9501620
10	36.4	9501652
10	36.4	9501696
10	36.4	9501817
10	36.4	9502525
10	36.4	9502599
10	36.4476290431375	9503332
10	36.4476290431375	9503641
10	36.4476290431375	9503676
10	36.4476290431375	9503798
10	36.4917317637234	9543025
10	36.5463018340667	9543038
10	36.6	9543064
10	36.8	9598874
10	36.8	9599496
10	36.8125602136508	9898690
10	36.8513512763485	9898693
10	36.8513512763485	9901889
10	36.8513512763485	9901926
10	36.9530943871129	9902011
10	36.9530943871129	9914640
10	36.9530943871129	9914713
10	37	9914856
10	37	10141924
10	37	10142008
10	37	10142019
10	37.5	10181993
10	37.5004194801913	10201773
10	37.5025375377392	10204131
10	37.5043040669801	10204694
10	37.5043040669801	10286615
10	37.5043040669801	10286819
10	37.5043040669801	10287026
10	37.5043040669801	10287119
10	37.5043040669801	10298866
10	37.5043040669801	10298870
10	37.5583781889834	10400723
10	37.6653541836312	10400905
10	37.7895024960048	10400912
10	37.7895024960048	10400914
10	37.8939931071445	10401393
10	37.8939931071445	10403245
10	38	10403334
10	38	10403340
10	38	10403350
10	38	10403403
10	38	10527099
10	38	10527105
10	38.2201417719058	10527108
10	38.2298127783967	10527131
10	38.2424455624391	10590907
10	38.3803060555895	10590956
10	38.4129186362859	10590964
10	38.4679138470296	10591071
10	38.4794476744192	10591093
10	38.4895807153106	10591118
10	38.6236446952849	10591146
10	38.6414291041603	10591158
10	38.6593153172257	10591185
10	38.9	10610772
10	38.9	10610843
10	38.9	10610918
10	38.9	10611073
10	38.9	10611086
10	38.9	10611138
10	38.9	10611161
10	38.9	10612990
10	39.3	10732668
10	39.3	10732720
10	39.3085043082108	10733544
10	39.3168392975911	10733869
10	39.3390885270985	10736006
10	39.3390885270985	10800288
10	39.3390885270985	10800342
10	39.3390885270985	10801942
10	39.3535730982934	10804011
10	39.3535730982934	10804290
10	39.3770922190301	10804677
10	39.3770922190301	10804792
10	39.4065204980317	10804861
10	39.4065204980317	10805482
10	39.4301380626204	10805571
10	39.4301380626204	10805601
10	39.4561441254751	10806055
10	39.4561441254751	10806559
10	39.4561441254751	10806568
10	39.4792618893638	10806611
10	39.5	10806748
10	39.5	10808017
10	39.5	10808062
10	39.5	10808162
10	39.5	10890161
10	39.5	10890284
10	39.5	10890296
10	39.5697724588082	10890350
10	39.6773486874402	10890565
10	39.7	11050535
10	39.7	11051419
10	39.7	11051424
10	39.7	11051454
10	39.7	11124759
10	40.7	11274164
10	40.7	11307413
10	40.8429091709248	11307986
10	40.9894221708322	11311520
10	41.190810808131	11312489
10	41.2513385841185	11522398
10	41.3180160940519	11522420
10	41.3180160940519	11522472
10	41.3180160940519	11522503
10	41.3180160940519	11522541
10	41.3180160940519	11522682
10	41.3180160940519	11567919
10	41.4	11605184
10	41.4	11731139
10	41.4	11731211
10	41.4	11731217
10	41.4	11731731
10	41.4	11731852
10	41.4	11731858
10	41.4	11731866
10	41.4	11731904
10	41.4	11731946
10	41.4	11756725
10	41.8	11765379
10	41.826809792695	11765619
10	41.8472995853899	11772237
10	41.8732574136229	11773785
10	41.8732574136229	11773787
10	41.9	11812833
10	41.9	11812856
10	41.9	12089305
10	41.9	12091167
10	41.9	12175957
10	41.9	12176215
10	41.9	12178631
10	41.9	12179229
10	41.9267041755838	12179665
10	41.93341551326	12179681
10	41.9336784028605	12179752
10	41.9336784028605	12180024
10	41.9397263339911	12180029
10	41.9397263339911	12180348
10	41.944946808425	12180644
10	41.944946808425	12180651
10	41.944946808425	12180684
10	41.9500826053838	12180744
10	41.9500826053838	12315459
10	41.9500826053838	12315483
10	41.9500826053838	12315566
10	41.9759333828826	12323781
10	41.9759333828826	12323799
10	42	12353584
10	42	12353648
10	42	12355897
10	42	12355912
10	42	12557620
10	42	12568582
10	42	12596022
10	42	12596327
10	42	12596776
10	42	12602167
10	42	12602182
10	42.1	12614228
10	42.1	12616309
10	42.1	12616346
10	42.1	12616942
10	42.1018370066462	12619207
10	42.1018370066462	12630463
10	42.1018370066462	12641974
10	42.1018370066462	12642056
10	42.1018370066462	12642112
10	42.1018370066462	12642122
10	42.1018370066462	12642193
10	42.1018370066462	12642345
10	42.1018370066462	12642487
10	42.1018370066462	12645666
10	42.1018370066462	12645727
10	42.1018370066462	12645768
10	42.1018370066462	12645782
10	42.1018370066462	12645819
10	42.1018370066462	12645828
10	42.1018370066462	12645850
10	42.1018370066462	12645922
10	42.1018370066462	12646842
10	42.1018370066462	12646849
10	42.1018370066462	12646886
10	42.1018370066462	12646907
10	42.1018370066462	12647008
10	42.1018370066462	12647045
10	42.1018370066462	12647113
10	42.1018370066462	12647267
10	42.1018370066462	12647852
10	42.1018370066462	12647966
10	42.1018370066462	12648013
10	42.1018370066462	12648145
10	42.1018370066462	12648204
10	42.1018370066462	12648272
10	42.1018370066462	12648288
10	42.1018370066462	12648318
10	42.1018370066462	12648557
10	42.1018370066462	12648909
10	42.1018370066462	12649179
10	42.1018370066462	12649317
10	42.1018370066462	12649364
10	42.1018370066462	12649460
10	42.1018370066462	12649498
10	42.1018370066462	12649928
10	42.1018370066462	12649984
10	42.1018370066462	12650060
10	42.1018370066462	12650160
10	42.1018370066462	12650169
10	42.1018370066462	12650208
10	42.1018370066462	12650899
10	42.1018370066462	12650932
10	42.1018370066462	12650982
10	42.1018370066462	12651002
10	42.1018370066462	12651038
10	42.1018370066462	12651077
10	42.1018370066462	12651117
10	42.1018370066462	12651123
10	42.1018370066462	12651443
10	42.1018370066462	12651580
10	42.1018370066462	12693521
10	42.1018370066462	12693547
10	42.1018370066462	12693672
10	42.1018370066462	12693727
10	42.1018370066462	12693741
10	42.1018370066462	12694901
10	42.1018370066462	12695040
10	42.1018370066462	12695086
10	42.1018370066462	12695103
10	42.1018370066462	12695124
10	42.1018370066462	12695192
10	42.1018370066462	12706587
10	42.1018370066462	12706641
10	42.1018370066462	12706922
10	42.1018370066462	12707258
10	42.1018370066462	12718331
10	42.1018370066462	12718661
10	42.1018370066462	12718718
10	42.1018370066462	12718802
10	42.1018370066462	12718808
10	42.1018370066462	12718838
10	42.1018370066462	12718845
10	42.1018370066462	12722774
10	42.1018370066462	12722945
10	42.1085643160848	12722956
10	42.1152829685309	12722989
10	42.1152829685309	12723036
10	42.1169500574505	12723111
10	42.1169500574505	12723704
10	42.1169500574505	12723914
10	42.1169500574505	12724001
10	42.1169500574505	12724563
10	42.1169500574505	12725153
10	42.1169500574505	12725301
10	42.1169500574505	12725337
10	42.1169500574505	12726818
10	42.1169500574505	12729963
10	42.1169500574505	12745064
10	42.1281948801827	12745879
10	42.1281948801827	12747364
10	42.1281948801827	12747444
10	42.1281948801827	12756549
10	42.1301518274858	12756690
10	42.1301518274858	12756724
10	42.1325660867092	12756743
10	42.1343067852107	12757551
10	42.1343067852107	12757568
10	42.1343067852107	12757596
10	42.1343067852107	12758422
10	42.1343067852107	12874568
10	42.1343067852107	12929482
10	42.1343067852107	12930243
10	42.1346201216455	12930245
10	42.1407836130099	12930258
10	42.1407836130099	12930285
10	42.1407836130099	12930293
10	42.1407836130099	12930603
10	42.148494730388	12930639
10	42.1552307327404	12930669
10	42.1552307327404	13016841
10	42.1565755300872	13016850
10	42.1573807525312	13016896
10	42.1598987879025	13017756
10	42.1626012567295	13017838
10	42.1649385908507	13017848
10	42.1820656424906	13017982
10	42.1820656424906	13018922
10	42.1820656424906	13018936
10	42.1820656424906	13018954
10	42.1872261081103	13019067
10	42.1872261081103	13019100
10	42.189367298487	13019681
10	42.1919508827385	13019744
10	42.1944624199771	13019776
10	42.1999146729451	13026902
10	42.1999146729451	13026930
10	42.1999146729451	13026953
10	42.2	13168214
10	42.2	13168383
10	42.2	13168407
10	42.2	13168569
10	42.2	13169469
10	42.2	13169481
10	42.2	13172474
10	42.2	13172620
10	42.2	13177252
10	42.2	13177408
10	42.2	13177497
10	42.2	13177631
10	42.2	13181863
10	42.2	13181908
10	42.2	13182022
10	42.2	13182330
10	42.2	13182651
10	42.2	13182833
10	42.2	13194518
10	42.2	13194558
10	42.2	13369319
10	42.2	13370032
10	42.2	13370090
10	42.2	13370100
10	42.2	13370113
10	42.2	13370124
10	42.2	13400441
10	42.2	13400469
10	42.2	13400510
10	42.2	13401188
10	42.2	13401216
10	42.2	13401221
10	42.2	13401239
10	42.2	13401241
10	42.2	13401264
10	42.2	13401268
10	42.2	13478080
10	42.4	13555759
10	42.4	13649732
10	42.4	13650014
10	42.489394334538	13650273
10	42.5843817915378	13650295
10	42.5843817915378	13650337
10	42.590912534307	13651268
10	42.6	13651338
10	42.6	13789723
10	42.6339098251169	13791845
10	42.7635535210111	14004084
10	42.8	14004116
10	42.8	14083121
10	42.8	14084403
10	42.8	14085096
10	42.8	14085811
10	42.8	14085905
10	42.8	14085945
10	42.8	14085971
10	42.8	14086302
10	42.8	14086465
10	42.8	14086640
10	42.8	14086764
10	42.8	14086794
10	42.8	14086822
10	42.8	14086831
10	42.8	14086973
10	43.4	14312034
10	43.4995758896908	14312056
10	43.6	14312073
10	44	14570766
10	44	14577437
10	44	14577485
10	44	14586848
10	44	14586916
10	44	14586955
10	44.0019650620871	14586957
10	44.0035226619163	14586962
10	44.0035226619163	14587035
10	44.0083730433577	14587042
10	44.0548354788328	14589299
10	44.0548354788328	14589311
10	44.0652626076916	14589341
10	44.0683661854944	14589371
10	44.0683661854944	14589394
10	44.0850979579576	14606602
10	44.1041486780115	14606693
10	44.10858797505	14606727
10	44.1353308333108	14606760
10	44.1623841888141	14606764
10	44.2129061384559	14607478
10	44.2741722999173	14607486
10	44.3071287832832	14655083
10	44.3071287832832	14655249
10	44.3071287832832	14655313
